idcredito,target,duracao,valor,cd_tempo_parcelamento,tempo_parcelamento,cd_residencia_desde,residencia_desde,idade,cd_emprestimo_existente,emprestimo_existente,dependentes,socio_empresa,cd_estrangeiro,estrangeiro,historico_credito,proposito,cd_investimentos,faixa_investimento,cd_emprego,faixa_tempo_emprego,estado_civil,possui_fiador,habitacao,outros_financiamentos,qualificacao_profissional
126,1,12,2121,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,30,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
127,1,12,701,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,40,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Divorciado,nao,proria,nenhum,nao qualificado
128,0,12,639,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,30,1,Nenhum,1,0,0,Não,existentes/pagos,reforma casa,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
129,1,12,1860,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,34,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo usado,2,<100,5,Desempregado,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
130,0,12,3499,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,29,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,3,1<=X<4,Solteiro,co requerente,proria,nenhum,qualificado
131,1,48,8487,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,24,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,4,4<=X<7,Solteiro,nao,proria,nenhum,qualificado
132,0,36,6887,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,29,1,Nenhum,1,1,0,Não,Atrasos anteriores,educacao,2,<100,3,1<=X<4,Viuvo,nao,proria,loja,qualificado
133,1,15,2708,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,27,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,moveis,2,<100,1,<1,Viuvo,nao,proria,banco,nao qualificado
134,1,18,1984,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,47,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Viuvo,nao,de graca,banco,qualificado
135,1,60,10144,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,21,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,5,100<=X<500,4,4<=X<7,Solteiro,nao,proria,nenhum,qualificado
136,1,12,1240,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,38,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,reforma,1,Desconhecido,2,>=7,Solteiro,nao,proria,nenhum,qualificado
137,1,27,8613,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,27,2,Baixo (1-2 empréstimos),1,0,0,Não,Atrasos anteriores,veiculo usado,4,>=1000,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
138,0,12,766,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,66,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,3,500<=X<1000,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
139,1,15,2728,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,35,3,Médio (3-4 empréstimos),1,1,0,Não,Critico-outros creditos,reforma,1,Desconhecido,4,4<=X<7,Viuvo,sim,proria,banco,qualificado
140,1,12,1881,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,44,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Solteiro,nao,alugada,nenhum,nao qualificado
78,1,11,4771,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,51,1,Nenhum,1,0,0,Não,Atrasos anteriores,reforma,2,<100,,,Viuvo,nao,proria,nenhum,qualificado
141,1,6,709,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,27,1,Nenhum,1,0,1,Sim,existentes/pagos,veiculo novo,4,>=1000,1,<1,Divorciado,nao,proria,nenhum,desempregado
142,1,36,4795,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,30,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,2,<100,1,<1,Solteiro,nao,proria,nenhum,altamente qualificado/empresario
143,1,27,3416,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,27,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
144,0,18,2462,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,22,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
146,1,48,3566,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,30,1,Nenhum,1,0,0,Não,todos pagos,abrir negocio,5,100<=X<500,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
147,1,6,860,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,39,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo novo,2,<100,2,>=7,Solteiro,nao,proria,nenhum,qualificado
148,1,12,682,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,51,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo novo,5,100<=X<500,4,4<=X<7,Solteiro,nao,proria,nenhum,qualificado
149,1,36,5371,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,28,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,moveis,2,<100,3,1<=X<4,Viuvo,sim,proria,nenhum,qualificado
150,1,18,1582,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,46,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,4,>=1000,2,>=7,Viuvo,nao,proria,nenhum,qualificado
151,1,6,1346,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,42,1,Nenhum,2,1,0,Não,existentes/pagos,reforma,5,100<=X<500,2,>=7,Viuvo,nao,de graca,banco,qualificado
152,1,10,1924,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,38,1,Nenhum,1,1,1,Sim,existentes/pagos,reforma,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
153,1,36,5848,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,24,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
154,1,24,7758,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,29,1,Nenhum,1,0,0,Não,Critico-outros creditos,veiculo usado,4,>=1000,2,>=7,Solteiro,nao,alugada,nenhum,qualificado
155,1,24,6967,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,36,1,Nenhum,1,1,0,Não,Atrasos anteriores,abrir negocio,5,100<=X<500,4,4<=X<7,Viuvo,nao,alugada,nenhum,altamente qualificado/empresario
156,0,12,1282,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,20,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Solteiro,nao,alugada,nenhum,qualificado
157,1,9,1288,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,48,2,Baixo (1-2 empréstimos),2,0,1,Sim,Critico-outros creditos,reforma casa,5,100<=X<500,2,>=7,Viuvo,sim,proria,nenhum,qualificado
158,1,12,339,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,45,1,Nenhum,1,0,0,Não,todos pagos,qualificacao,2,<100,2,>=7,Divorciado,nao,proria,banco,nao qualificado
159,1,24,3512,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,38,2,Baixo (1-2 empréstimos),1,1,0,Não,existentes/pagos,veiculo novo,5,100<=X<500,4,4<=X<7,Viuvo,nao,proria,banco,qualificado
160,1,6,1898,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,34,2,Baixo (1-2 empréstimos),2,0,0,Não,Critico-outros creditos,reforma,1,Desconhecido,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
161,1,24,2872,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,36,1,Nenhum,2,1,0,Não,Critico-outros creditos,reforma,5,100<=X<500,2,>=7,Viuvo,nao,proria,nenhum,qualificado
162,1,18,1055,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,30,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,1,<1,Solteiro,nao,proria,nenhum,qualificado
163,1,15,1262,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,36,2,Baixo (1-2 empréstimos),1,1,0,Não,existentes/pagos,quitar divida,3,500<=X<1000,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
164,1,10,7308,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,70,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,5,Desempregado,Viuvo,nao,de graca,banco,altamente qualificado/empresario
165,1,36,909,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,36,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,3,500<=X<1000,2,>=7,Viuvo,nao,proria,nenhum,qualificado
166,1,6,2978,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,32,1,Nenhum,1,1,0,Não,existentes/pagos,moveis,3,500<=X<1000,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
167,0,18,1131,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,33,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,5,Desempregado,Solteiro,nao,proria,nenhum,qualificado
168,1,11,1577,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,20,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,4,>=1000,1,<1,Solteiro,nao,proria,nenhum,qualificado
170,0,24,1935,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,31,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,abrir negocio,2,<100,2,>=7,Casado,nao,proria,nenhum,qualificado
171,0,15,950,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,33,2,Baixo (1-2 empréstimos),2,0,0,Não,sem creditos/todos pagos,veiculo novo,2,<100,2,>=7,Viuvo,nao,alugada,nenhum,qualificado
172,1,12,763,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,26,1,Nenhum,1,1,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
173,0,24,2064,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,34,1,Nenhum,1,1,0,Não,Atrasos anteriores,moveis,2,<100,5,Desempregado,Solteiro,nao,proria,nenhum,altamente qualificado/empresario
175,0,21,3414,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,26,2,Baixo (1-2 empréstimos),1,0,0,Não,Atrasos anteriores,educacao,2,<100,1,<1,Viuvo,nao,proria,nenhum,qualificado
176,0,30,7485,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,53,1,Nenhum,1,1,0,Não,todos pagos,veiculo usado,1,Desconhecido,5,Desempregado,Solteiro,nao,proria,banco,altamente qualificado/empresario
177,1,12,2577,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,42,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Casado,nao,proria,nenhum,qualificado
178,1,6,338,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,52,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,3,500<=X<1000,2,>=7,Viuvo,nao,proria,nenhum,qualificado
179,1,12,1963,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,31,2,Baixo (1-2 empréstimos),2,1,0,Não,existentes/pagos,reforma,2,<100,4,4<=X<7,Viuvo,nao,alugada,nenhum,altamente qualificado/empresario
180,1,21,571,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,65,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
181,0,36,9572,1,1-Parcelamento em até 3 meses,1,1-Residência fixa,28,2,Baixo (1-2 empréstimos),1,0,0,Não,Atrasos anteriores,abrir negocio,2,<100,1,<1,Casado,nao,proria,nenhum,qualificado
182,0,36,4455,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,30,2,Baixo (1-2 empréstimos),1,1,0,Não,Atrasos anteriores,abrir negocio,2,<100,3,1<=X<4,Casado,nao,proria,loja,altamente qualificado/empresario
183,0,21,1647,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,40,2,Baixo (1-2 empréstimos),2,0,0,Não,todos pagos,veiculo novo,1,Desconhecido,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
184,1,24,3777,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,50,1,Nenhum,1,1,0,Não,Critico-outros creditos,moveis,4,>=1000,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
185,0,18,884,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,36,1,Nenhum,2,1,0,Não,Critico-outros creditos,veiculo novo,2,<100,2,>=7,Viuvo,nao,proria,banco,qualificado
186,1,15,1360,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,31,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
187,0,9,5129,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,74,1,Nenhum,2,1,0,Não,todos pagos,veiculo usado,2,<100,2,>=7,Solteiro,nao,de graca,banco,altamente qualificado/empresario
188,1,16,1175,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,68,3,Médio (3-4 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo novo,2,<100,5,Desempregado,Viuvo,nao,de graca,nenhum,desempregado
189,0,12,674,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,20,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,5,100<=X<500,4,4<=X<7,Divorciado,nao,proria,nenhum,qualificado
190,1,18,3244,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,33,2,Baixo (1-2 empréstimos),1,1,0,Não,sem creditos/todos pagos,moveis,2,<100,3,1<=X<4,Solteiro,nao,proria,banco,qualificado
191,0,24,4591,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,54,3,Médio (3-4 empréstimos),1,1,0,Não,existentes/pagos,abrir negocio,4,>=1000,3,1<=X<4,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
192,0,48,3844,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,34,1,Nenhum,2,0,0,Não,sem creditos/todos pagos,abrir negocio,5,100<=X<500,4,4<=X<7,Viuvo,nao,de graca,nenhum,nao qualificado
193,0,27,3915,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,36,1,Nenhum,2,1,0,Não,existentes/pagos,abrir negocio,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
194,1,6,2108,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,29,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,4,4<=X<7,Divorciado,nao,alugada,nenhum,qualificado
195,0,45,3031,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,21,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,5,100<=X<500,3,1<=X<4,Viuvo,sim,alugada,nenhum,qualificado
196,0,9,1501,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,34,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,educacao,2,<100,2,>=7,Solteiro,nao,proria,nenhum,altamente qualificado/empresario
197,1,6,1382,1,1-Parcelamento em até 3 meses,1,1-Residência fixa,28,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,reforma,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
198,0,12,951,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,27,4,Alto (5 ou mais empréstimos),1,0,0,Não,existentes/pagos,moveis,5,100<=X<500,1,<1,Solteiro,nao,alugada,banco,qualificado
201,1,9,936,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,52,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,educacao,3,500<=X<1000,2,>=7,Viuvo,nao,proria,nenhum,qualificado
202,1,12,1168,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,27,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,2,<100,3,1<=X<4,Divorciado,nao,proria,nenhum,nao qualificado
203,1,27,5117,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,26,2,Baixo (1-2 empréstimos),1,0,0,Não,Atrasos anteriores,abrir negocio,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
204,0,12,902,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,21,1,Nenhum,1,0,0,Não,existentes/pagos,qualificacao,2,<100,4,4<=X<7,Divorciado,nao,alugada,nenhum,qualificado
205,1,12,1495,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,38,2,Baixo (1-2 empréstimos),2,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,2,>=7,Viuvo,nao,proria,nenhum,nao qualificado
206,1,30,10623,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,38,3,Médio (3-4 empréstimos),2,1,0,Não,Critico-outros creditos,veiculo usado,2,<100,2,>=7,Viuvo,nao,de graca,nenhum,altamente qualificado/empresario
207,1,12,1935,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,43,3,Médio (3-4 empréstimos),1,1,0,Não,Critico-outros creditos,moveis,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
208,1,12,1424,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,26,1,Nenhum,1,0,0,Não,Critico-outros creditos,quitar divida,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
209,1,24,6568,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,21,1,Nenhum,1,0,0,Não,existentes/pagos,abrir negocio,2,<100,3,1<=X<4,Divorciado,nao,proria,loja,nao qualificado
210,1,12,1413,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,55,1,Nenhum,1,0,1,Sim,existentes/pagos,veiculo usado,4,>=1000,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
169,1,24,3972,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,25,1,Nenhum,1,1,0,Não,,moveis,2,<100,4,4<=X<7,Solteiro,nao,alugada,nenhum,qualificado
145,1,21,2288,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,23,1,Nenhum,1,1,0,Não,Critico-outros creditos,moveis,2,<100,,,Solteiro,nao,,nenhum,qualificado
174,1,8,1414,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,33,1,Nenhum,1,0,1,Sim,existentes/pagos,reforma,2,<100,3,1<=X<4,Viuvo,sim,proria,nenhum,
211,1,9,3074,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,33,2,Baixo (1-2 empréstimos),2,0,0,Não,Critico-outros creditos,reforma,1,Desconhecido,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
212,1,36,3835,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,45,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,1,Desconhecido,2,>=7,Solteiro,nao,proria,nenhum,nao qualificado
213,0,27,5293,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,50,2,Baixo (1-2 empréstimos),1,1,0,Não,sem creditos/todos pagos,abrir negocio,2,<100,5,Desempregado,Viuvo,nao,proria,loja,qualificado
214,0,30,1908,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,66,1,Nenhum,1,1,0,Não,Atrasos anteriores,abrir negocio,2,<100,2,>=7,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
215,1,36,3342,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,51,1,Nenhum,1,1,0,Não,Critico-outros creditos,reforma,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,qualificado
216,1,6,932,1,1-Parcelamento em até 3 meses,3,3-Residência com familiares,39,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,qualificacao,1,Desconhecido,4,4<=X<7,Solteiro,nao,proria,nenhum,nao qualificado
217,1,18,3104,3,3-Parcelamento de 7 a 12 meses,1,1-Residência fixa,31,1,Nenhum,1,1,0,Não,sem creditos/todos pagos,abrir negocio,2,<100,4,4<=X<7,Viuvo,nao,proria,banco,qualificado
218,1,36,3913,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,23,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
219,1,24,3021,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,24,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Casado,nao,alugada,nenhum,nao qualificado
220,1,10,1364,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,64,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
221,1,12,625,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,26,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,1,<1,Divorciado,sim,proria,banco,nao qualificado
222,1,12,1200,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,23,1,Nenhum,1,1,0,Não,existentes/pagos,educacao,1,Desconhecido,3,1<=X<4,Solteiro,nao,alugada,banco,qualificado
223,1,12,707,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,30,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Viuvo,nao,proria,banco,qualificado
224,1,24,2978,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,32,2,Baixo (1-2 empréstimos),2,1,0,Não,Atrasos anteriores,abrir negocio,1,Desconhecido,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
225,1,15,4657,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,30,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo usado,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
226,1,36,2613,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,27,2,Baixo (1-2 empréstimos),1,0,0,Não,sem creditos/todos pagos,reforma casa,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
227,0,48,10961,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,27,2,Baixo (1-2 empréstimos),1,1,0,Não,existentes/pagos,reforma,4,>=1000,4,4<=X<7,Viuvo,co requerente,proria,banco,qualificado
228,0,12,7865,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,53,1,Nenhum,1,1,0,Não,existentes/pagos,moveis,2,<100,2,>=7,Viuvo,nao,de graca,nenhum,altamente qualificado/empresario
229,0,9,1478,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,22,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
230,1,24,3149,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,22,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,1,<1,Viuvo,nao,de graca,banco,qualificado
231,0,36,4210,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,26,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
232,1,9,2507,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,51,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,3,500<=X<1000,2,>=7,Viuvo,nao,de graca,nenhum,nao qualificado
235,1,4,1544,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,42,3,Médio (3-4 empréstimos),2,0,0,Não,Critico-outros creditos,reforma,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,nao qualificado
236,0,24,1823,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,30,1,Nenhum,2,0,0,Não,existentes/pagos,reforma,2,<100,5,Desempregado,Viuvo,nao,proria,loja,altamente qualificado/empresario
237,0,6,14555,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,23,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,5,Desempregado,Viuvo,nao,proria,nenhum,desempregado
238,0,21,2767,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,61,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,abrir negocio,5,100<=X<500,2,>=7,Casado,nao,alugada,banco,nao qualificado
